NDVI,LST
0.461416,8.7635714
0.490148,35.6810714
0.587625,24.476
0.447169,14.8806666
0.540663,1.83
0.611025,25.83
0.588391,17.63
0.634132,15.288919
0.532569,27.8394118
0.630983,21.36
0.723267,23.33
0.576046,21.96
0.661699,14.13
0.438553,21.2561538
0.622966,23.96
0.583466,14.8945714
0.63519,26.83
0.50354,18.45625
0.590409,28.1633334
0.538456,27.079637
0.606802,13.995
0.528226,34.3509524
0.644838,11.6045454
0.525336,26.2733334
0.654314,14.05
0.63352,24.23
0.697282,17.4922536
0.656282,12.7348276
0.623075,21.67
0.507127,24.6768966
0.622723,17.9166666
0.657366,19.765
0.62817,31.35
0.533279,1.13
0.578616,20.47
0.475513,18.8234356
0.661154,16.0647368
0.528958,11.23
0.619918,15.5826416
0.552122,15.6987818
0.636432,15.0715384
0.496884,29.13
0.559443,18.03
0.624507,23.4168086
0.475246,7.73
0.583939,24.5077778
0.479684,16.6539216
0.570595,21.2128572
0.506443,8.4283334
0.623075,21.67
0.607293,28.2686046
0.490843,20.3657894
0.636089,13.17
0.578944,23.5980342
0.504656,11.53
0.508428,31.1128282
0.559031,11.15
0.598507,23.5305
0.66698,27.0975824
0.557821,21.3495506
0.485886,12.6833334
0.599489,21.08
0.464954,19.5567924
0.650259,17.28
0.3435,24.1566666
0.700139,17.4572728
0.690175,23.80133
0.657174,19.8185714
0.665832,24.89
0.551964,20.0005928
0.486634,17.5875
0.522567,22.38
0.329875,26.1354546
0.610429,18.7974074
0.41455,10.3475
0.541603,16.4957142
0.519254,19.1684
0.587078,21.3777358
0.523873,20.1966666
0.634151,24.07
0.497872,26.72
0.635704,31.935
0.464543,19.7349776
0.512674,21.082
0.607559,26.8113794
0.446716,15.59
0.577146,17.92
0.623853,12.4585714
0.607123,8.37
0.567085,17.67
0.480901,25.6041176
0.561629,20.26
0.4765,30.275
0.639806,20.438
0.737729,24.75
0.477828,18.28
0.597231,19.755091
0.576391,23.7550704
0.618951,21.4092592
0.569022,24.5826882
0.377467,25.1766666
0.500058,16.59
0.455269,13.482381
0.582365,28.4169932
0.555768,28.854534
0.558716,22.822
0.636775,23.285
0.538249,17.4812
0.532194,19.51
0.562096,30.8477392
0.634244,7.1325
0.684474,15.7258354
0.472933,25.445
0.619074,14.83
0.561922,23.543492
0.420592,19.0031326
0.506048,19.7
0.549611,31.3062964
0.576046,21.96
0.592203,13.5003822
0.677933,25.61
0.592094,25.53
0.557955,20.4612328
0.523354,20.47
0.465339,11.458
0.624163,25.19
0.582846,17.8709092
0.478485,14.3289362
0.618971,27.29
0.603479,5.6118182
0.536318,27.1616814
0.542693,13.273125
0.586474,18.65
0.570582,18.6546352
0.607169,20.23
0.421213,35.2632768
0.644724,15.73
0.202542,4.1
0.6148,7.7171428
0.615463,18.494186
0.599816,26.3414286
0.736499,22.93
0.639409,18.87
0.43879,31.0146154
0.550642,17.81
0.610697,28.2833962
0.643506,17.76
0.652463,26.95
0.575046,15.7056
0.504575,12.3867214
0.608144,15.836
0.499582,17.93
0.531782,19.3
0.635198,19.79
0.510022,0.47
0.781723,19.73
0.60981,19.0078508
0.644606,17.75
0.624578,19.21
0.444479,14.158
0.58501,15.0221212
0.554132,20.34
0.461745,29.246575
0.625681,25.1166666
0.483041,25.9075426
0.538968,26.25
0.553835,15.4142106
0.696446,15.37
0.507266,26.7922222
0.52571,15.9467614
0.115211,2.34
0.601972,21.7971428
0.528161,17.7185714
0.538288,10.84
0.640735,27.1115384
0.433759,16.6654386
0.737729,24.75
0.455377,29.907509
0.716763,13.21
0.518494,17.2932
0.546094,22.905
0.549627,14.66
0.616834,24.15
0.69017,14.75
0.641024,18.7516438
0.481273,8.7366666
0.570972,22.98
0.48392,22.5346666
0.494709,24.41
0.687477,18.07
0.493649,10.3006384
0.470382,23.6588844
0.509226,23.07
0.527899,33.9664706
0.669665,3.1325
0.638304,13.84
0.648551,16.4836842
0.482265,29.7569812
0.46089,22.85
0.450221,-8.79
0.493815,25.42853
0.61491,23.2833334
0.623532,12.17
0.470658,24.5988888
0.584666,14.67
0.661367,14.89
0.548635,25.315913
0.623084,15.0282038
0.725891,10.62
0.665907,19.17
0.486723,24.044035
0.520774,5.95
0.484558,10.6875
0.515295,14.23
0.612828,20.7288888
0.586352,22.8816546
0.611207,14.2935416
0.470343,25.1721622
0.641013,20.11
0.416727,31.5128048
0.486541,17.43
0.497164,2.5256522
0.665285,26.85
0.597083,15.4
0.491077,23.47
0.655361,19.87
0.490122,29.0936842
0.589313,10.7166666
0.666944,11.06
0.624578,19.21
0.608168,22.871579
0.472907,34.644453
0.477828,18.28
0.69312,14.23
0.528731,22.2177778
0.641129,13.44
0.6432,15.99
0.606868,13.6
0.503975,20.0524
0.571627,15.1202282
0.46824,16.6273334
0.444479,14.158
0.501604,23.20375
0.657366,19.765
0.525904,18.2168422
0.506221,16.805098
0.461761,25.426
0.696458,19.396
0.030735,2.8455556
0.34462,15.0853846
0.447359,26.722
0.649476,27.16
0.417525,21.852
0.548635,25.315913
0.664733,28.6066666
0.55408,22.0833334
0.640378,16.0497654
0.504005,23.99
0.594981,13.1361538
0.620955,21.809155
0.603207,26.55
0.482647,19.8847368
0.549393,26.33
0.458425,21.6665638
0.534582,1.3233334
0.616065,10.5425
0.520689,18.24
0.656426,14.76
0.437598,27.81
0.655674,14.9788372
0.582378,7.5516666
0.493649,10.3006384
0.616107,14.6
0.540004,21.7082608
0.616222,12.28
0.699442,20.31
0.542693,13.273125
0.572166,7.6548148
0.14337,2.0633334
0.571933,4.995
0.620742,17.475
0.611207,14.2935416
0.500087,28.6215874
0.481053,25.1175082
0.506066,30.17
0.570595,21.2128572
0.594016,18.52
0.465048,16.6290244
0.628138,24.85
0.588105,22.9933334
0.644606,17.75
0.690886,14.6366142
0.512512,13.8046666
0.590097,26.2196492
0.425979,19.3482858
0.435307,14.0766666
0.470202,22.49
0.449085,20.4185714
0.627486,21
0.546738,15.4788888
0.60176,37.8348
0.511612,25.8059586
0.421562,29.2490276
0.67262,16.586923
0.326281,29.7463636
0.537474,15.51
0.587901,12.6993334
0.505589,13.4245454
0.692408,22.5754762
0.447475,20.04
0.253472,0.660597
0.662241,7.226129
0.580435,10.782043
0.603152,9.9242858
0.432677,4.39
0.506406,20.0882906
0.67366,21.95
0.506385,8.59
0.587669,21.8313136
0.620987,15.18
0.41878,17.955437
0.64782,28.63
0.467505,21.8486666
0.723668,12.75
0.58768,23.7682978
0.533634,24.6
0.477069,16.36
0.606868,13.6
0.468312,24.2566666
0.477852,29.9693334
0.564334,5.3966666
0.501868,16.21
0.60712,25.37
0.372764,7.09
0.69102,11.28
0.674814,23.48
0.49878,25.5649606
0.397542,23.453077
0.555382,20.7966666
0.62989,16.57
0.597672,16.2674758
0.536712,21.38
0.69813,6.1577272
0.689735,13.3311112
0.501276,16.519091
0.63663,12.38
0.511337,12.61
0.557882,7.4164612
0.622957,15.4213058
0.604311,27.13
0.688899,18.7596296
0.56855,14.19
0.554483,13.83
0.077475,-2.002
0.596391,23.1
0.630937,17.5402886
0.596198,15.6233334
0.580911,27.2213726
0.552709,12.9853086
0.528994,14.66
0.376133,21.9645454
0.478012,24.729406
0.605019,29.13
0.581618,20.1358824
0.632157,24.2465556
0.564981,28.93
0.46207,18.3837612
0.472741,20.7082564
0.511655,16.3636
0.550389,27.7457142
0.578036,29.7166666
0.692096,25.45
0.615228,19.8641072
0.51984,21.3390476
0.467017,16.818
0.396272,13.49
0.625392,14.73
0.568334,27.468
0.633838,0.855283
0.566661,8.95
0.417121,21.0766666
0.505069,26.8835902
0.509491,25.105814
0.498477,15.3566666
0.543729,26.027037
0.630377,31.15
0.467278,11.7852942
0.578332,21.81
0.550893,33.11
0.605019,29.13
0.648347,26.7016864
0.725633,12.8622222
0.474243,26.286033
0.494559,21.6452728
0.552452,16.7166666
0.586548,2.86
0.547465,20.4142424
0.500087,28.6215874
0.48824,16.006
0.387273,29.7225
0.485041,16.0176924
0.6191,12.55
0.470202,22.49
0.598544,24.54
0.107733,-2.57
0.631633,12.46
0.730044,1.3108888
0.515752,23.7410526
0.497914,20.1509766
0.628228,18.99
0.462504,19.984
0.4779,26.082258
0.622335,22.01
0.589333,8.832
0.499933,19.57
0.668928,12.81
0.517031,17.3792858
0.562096,30.8477392
0.565173,12.102
0.384223,37.8977016
0.562145,25.9375214
0.499511,26.8833334
0.479741,26.0817432
0.479884,26.01
0.619163,23.17
0.547258,29.6981482
0.437913,-6.19
0.623447,21.8358
0.521347,27.486186
0.60577,16.95
0.580336,25.7108092
0.547262,30.37
0.6587,15.8198702
0.512805,28.6836952
0.510724,23.43
0.519254,19.1684
0.644146,1.5736364
0.524486,20.7005264
0.62055,21.8522222
0.5132,3.0636474
0.611903,27.49
0.501196,17.2116
0.572825,12.67
0.5725,22.07
0.403198,2.8717094
0.630035,16.8002382
0.516284,13.83
0.519018,19.4881888
0.728544,20.4241764
0.633343,9.9477778
0.596043,21.62
0.592078,21.95
0.594195,15.95
0.625877,9.5681818
0.69807,9.18
0.626311,24.1623078
0.533645,28.6671428
0.431734,9.704
0.485072,15.4575
0.53076,16.95
0.604867,19.026
0.621186,9.2805264
0.540853,22.27
0.654341,21.6
0.441318,29.708701
0.647185,21.76
0.342016,16.7529268
0.443484,25.2662252
0.552686,15.9677778
0.639752,11.39
0.41878,17.955437
0.537299,22.712353
0.699307,15.309091
0.558637,18.853
0.575046,15.7056
0.608144,15.836
0.643826,22.8932812
0.566252,16.8957142
0.547632,17.47
0.539792,25.49
0.429273,16.8233334
0.571781,15.6766666
0.665907,19.17
0.443782,18.1347058
0.511289,10.6431428
0.427926,5.46
0.537561,18.7295344
0.67171,23.53
0.519018,19.4881888
0.636726,15.2228814
0.646075,5.2771428
0.609419,19.7134084
0.499511,26.8833334
0.64161,17.3166056
0.532227,25.55
0.033618,1.7128572
0.674904,18.77
0.590597,22.3318182
0.429938,20.4501316
0.53212,29.74
0.594405,23.0865294
0.753615,28.41
0.516805,17.7482354
0.658705,17.77
0.50405,18.6452942
0.669665,3.1325
0.431734,9.704
0.431869,19.2045046
0.567012,18.89
0.502517,16.8812686
0.456283,35.5850082
0.52779,10.494
0.493649,10.3006384
0.562626,24.6566666
0.409487,26.588158
0.137146,4.414
0.632962,12.9744444
0.485128,2.3733334
0.605113,27.73
0.594981,13.1361538
0.60712,25.37
0.601725,23.9736364
0.395032,9.81
0.608109,25.13
0.580253,27.2907318
0.589333,8.832
0.554767,21.3589474
0.516984,14.7851082
0.524506,24.67
0.669672,3.21
0.662968,21.99
0.607967,14.73
0.624238,21.43
0.376031,34.1544444
0.613276,29.5433334
0.559744,19.0653488
0.657438,18.6
0.669149,21.6616056
0.621308,17.89
0.595333,18.65
0.641129,13.44
0.645005,25.502174
0.670221,25.03
0.421787,18.69
0.501975,22.67
0.59964,10.41
0.619105,25.29
0.546486,13.71
0.545559,9.1183978
0.432677,4.39
0.515379,24.0088888
0.52779,10.494
0.657081,30.57
0.605396,24.6987092
0.58449,24.34355
0.484331,20.71
0.497477,9.9417562
0.641013,20.11
0.466827,16.45
0.669184,23.7411904
0.566529,22.6426264
0.611069,20.5996296
0.658139,22.7225978
0.631504,28.53
0.646438,24.8376924
0.571915,27.2432354
0.75623,18.68
0.507238,13.772
0.509491,25.105814
0.61245,20.55
0.491819,5.8216814
0.636867,14.11
0.471562,17.6951512
0.557217,11.7380952
0.56985,5.13
0.571093,22.82
0.645005,25.502174
0.647157,22.8107532
0.652925,23.25
0.510788,27.0493334
0.288298,10.339091
0.707864,21.97
0.483041,25.9075426
0.464733,9.9193334
0.492228,17.9970946
0.527569,24.47
0.513625,11.6646666
0.087052,-10.41
0.624769,21.208899
0.545497,31.4854098
0.673325,18.2066666
0.579125,10.15
0.502675,26.779417
0.631031,26.73
0.491077,23.47
0.48392,22.5346666
0.579401,26.2503226
0.605401,23.77
0.664165,14.501613
0.509227,22.6214286
0.527329,11.88
0.538897,27.27
0.433514,22.6807644
0.631937,23.2247594
0.593917,30.5871014
0.447924,32.071164
0.555819,22.402
0.52571,15.9467614
0.40161,31.3466666
0.476088,12.323777
0.460831,29.3158034
0.672834,19.37
0.575399,26.9114286
0.618903,21.345
0.484039,14.7
0.367357,18.1375
0.592345,3.3272222
0.61489,14.11
0.576785,22.1229578
0.507127,24.6768966
0.443236,16.9078572
0.530505,13.73
0.581891,17.3568222
0.437063,10.898
0.580193,18.35
0.498946,24.935
0.514508,21.01
0.584704,26.7366666
0.730084,24.32
0.586443,13.5446154
0.497448,28.338
0.556981,27.7903448
0.715266,17.8548584
0.557882,7.4164612
0.62475,24.75
0.693025,23.7
0.43754,24.2922222
0.667647,28.55
0.638491,4.47
0.556073,23.6566666
0.585995,19.0199556
